CustomerID,Age,Gender,Marital_Status,Education,Employment_Type,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Income_Loan_Ratio,Loan_Status
1254,22,Female,Married,Not Graduate,Salaried,10240,3722,450.0,360,1.0,Semiurban,0.3102666666666667,N
1255,21,Female,Married,Not Graduate,Self-Employed,2338,3867,431.0,300,0.0,Rural,0.1439675174013921,N
1256,32,Male,Married,Not Graduate,Salaried,5315,1833,255.0,180,1.0,Urban,0.28031372549019606,Y
1257,25,Female,Married,Not Graduate,Salaried,2347,5087,154.0,120,1.0,Semiurban,0.4827272727272727,N
1258,57,Male,Married,Graduate,Self-Employed,6209,2146,367.0,360,1.0,Urban,0.2276566757493188,N
1259,52,Female,Single,Not Graduate,Self-Employed,6007,6460,340.0,180,1.0,Urban,0.36667647058823527,Y
1260,29,Male,Single,Not Graduate,Salaried,8075,2170,299.0,180,1.0,Urban,0.34264214046822744,N
1261,61,Female,Married,Graduate,Self-Employed,6273,3391,62.0,300,1.0,Urban,1.5587096774193547,Y
1262,55,Female,Married,Not Graduate,Salaried,13946,6942,212.0,120,1.0,Semiurban,0.9852830188679246,N
1263,39,Female,Married,Not Graduate,Salaried,5968,1616,92.0,240,1.0,Rural,0.8243478260869566,Y
1264,36,Female,Single,Graduate,Salaried,11964,5614,435.0,180,0.0,Semiurban,0.40409195402298853,N
1265,23,Male,Married,Not Graduate,Self-Employed,6692,6600,489.0,360,1.0,Rural,0.2718200408997955,N
1266,40,Female,Single,Not Graduate,Salaried,4820,4617,160.0,300,1.0,Urban,0.5898125,Y
1267,44,Female,Married,Not Graduate,Self-Employed,12250,6663,,300,1.0,Rural,0.7446062992125985,N
1268,53,Male,Single,Graduate,Self-Employed,6198,916,433.0,180,0.0,Urban,0.16429561200923787,N
1269,44,Female,Married,Not Graduate,Salaried,5811,4812,305.0,180,1.0,Semiurban,0.3482950819672131,Y
1270,31,Male,,Graduate,Self-Employed,11688,6458,,180,1.0,Semiurban,0.5097191011235955,N
1271,28,Female,Married,Not Graduate,Self-Employed,5173,2756,487.0,240,1.0,Rural,0.16281314168377822,Y
1272,56,Female,Single,Graduate,Self-Employed,3064,6853,193.0,180,1.0,Urban,0.5138341968911917,Y
1273,58,Female,Single,Not Graduate,Self-Employed,13710,7709,,120,0.0,Urban,1.0984102564102565,N
1274,60,Male,Single,Graduate,Self-Employed,3340,7646,440.0,360,1.0,Rural,0.24968181818181817,Y
1275,40,Female,Single,Graduate,Salaried,7558,1936,350.0,180,0.0,Urban,0.27125714285714286,N
1276,55,Female,Single,Graduate,Self-Employed,8631,4042,213.0,240,1.0,Urban,0.5949765258215962,Y
1277,45,Female,Single,Graduate,Salaried,12983,3091,218.0,360,1.0,Urban,0.7373394495412844,Y
1278,55,Male,Single,Graduate,Salaried,12579,4655,347.0,300,1.0,Semiurban,0.496657060518732,Y
1279,45,Male,Married,Graduate,Salaried,2226,968,282.0,180,1.0,Semiurban,0.11326241134751773,Y
1280,49,,Married,Not Graduate,Salaried,10936,7297,440.0,360,0.0,Semiurban,0.41438636363636366,N
1281,38,Male,Married,Not Graduate,Salaried,13152,3364,320.0,300,1.0,Urban,0.516125,Y
1282,38,Female,Married,Graduate,Salaried,8197,3203,109.0,240,1.0,Semiurban,1.0458715596330275,Y
1283,22,Female,Married,Graduate,Self-Employed,13410,6499,345.0,120,1.0,Urban,0.5770724637681159,Y
1284,55,Female,Single,Graduate,Self-Employed,10757,5173,284.0,180,0.0,Urban,0.5609154929577465,N
1285,36,,Single,Graduate,Self-Employed,14463,889,214.0,120,1.0,Rural,0.7173831775700935,Y
1286,61,Female,Single,Not Graduate,Salaried,1782,792,243.0,240,0.0,Urban,0.10592592592592592,N
1287,56,,Single,Graduate,Self-Employed,2581,3458,283.0,360,1.0,Semiurban,0.21339222614840989,Y
1288,53,Female,Single,Not Graduate,Self-Employed,5385,6408,417.0,360,0.0,Semiurban,0.2828057553956835,N
1289,24,Male,Married,Not Graduate,Self-Employed,4381,981,232.0,240,1.0,Urban,0.2311206896551724,Y
1290,53,Male,Married,Graduate,Salaried,12276,7382,382.0,240,0.0,Semiurban,0.5146073298429319,N
1291,34,Male,Married,Graduate,Self-Employed,4470,3531,281.0,180,1.0,Urban,0.28473309608540925,Y
1292,41,Male,Married,Not Graduate,Salaried,10844,3529,410.0,300,1.0,Rural,0.3505609756097561,N
1293,40,Male,Single,Not Graduate,Self-Employed,8485,801,156.0,120,1.0,Urban,0.5952564102564103,Y
1294,28,Male,Single,Graduate,Salaried,13189,42,427.0,120,1.0,Urban,0.30985948477751757,Y
1295,27,Male,,Graduate,Salaried,2447,5705,272.0,360,1.0,Rural,0.29970588235294116,N
1296,23,Female,Married,Graduate,Salaried,6260,7005,129.0,360,1.0,Semiurban,1.0282945736434108,Y
1297,37,Female,Single,Not Graduate,Self-Employed,11409,3349,283.0,180,1.0,Rural,0.5214840989399293,Y
1298,53,Female,Married,Not Graduate,Self-Employed,14936,1777,430.0,240,0.0,Rural,0.3886744186046512,N
1299,32,Female,Single,Graduate,Salaried,1566,3201,233.0,120,1.0,Urban,0.20459227467811159,Y
1300,42,Male,Single,Not Graduate,Self-Employed,10328,349,477.0,180,1.0,Urban,0.22383647798742137,Y
1301,42,Male,Married,Not Graduate,Salaried,10005,7873,234.0,360,0.0,Rural,0.7640170940170941,N
1302,50,Female,Single,Graduate,Salaried,13089,1567,183.0,360,0.0,Semiurban,0.8008743169398908,N
1303,58,Female,,Graduate,Self-Employed,2064,1129,269.0,120,1.0,Rural,0.1186988847583643,Y
1304,58,Male,Married,Not Graduate,Self-Employed,11293,2959,337.0,360,1.0,Semiurban,0.4229080118694362,N
1305,28,Female,Single,Not Graduate,Self-Employed,10517,3787,413.0,360,1.0,Rural,0.3463438256658596,N
1306,47,Female,Married,Graduate,Salaried,14893,6144,251.0,300,1.0,Rural,0.8381274900398407,Y
1307,47,Female,Single,Graduate,Salaried,5170,1780,419.0,240,1.0,Semiurban,0.1658711217183771,Y
1308,54,,Single,Graduate,Self-Employed,10717,583,195.0,360,1.0,Rural,0.5794871794871795,N
1309,41,Male,Single,Graduate,Salaried,3751,4527,373.0,300,0.0,Urban,0.22193029490616623,N
1310,50,Female,Single,Graduate,Self-Employed,14449,3377,176.0,180,1.0,Rural,1.0128409090909092,Y
1311,53,Female,Single,Not Graduate,Salaried,2304,6028,184.0,360,1.0,Urban,0.4528260869565217,Y
1312,48,Male,Single,Not Graduate,Self-Employed,12143,7694,163.0,180,1.0,Semiurban,1.2169938650306749,Y
1313,53,Male,Single,Not Graduate,Self-Employed,6131,6196,313.0,360,1.0,Semiurban,0.3938338658146965,N
1314,25,Female,Single,Not Graduate,Salaried,11083,7083,113.0,120,1.0,Urban,1.6076106194690265,Y
1315,39,Male,Married,Graduate,Self-Employed,2735,6663,184.0,300,0.0,Rural,0.5107608695652174,N
1316,24,Female,Married,Graduate,Self-Employed,8220,3401,90.0,300,1.0,Urban,1.2912222222222223,Y
1317,55,Female,Single,Graduate,Salaried,13724,7725,345.0,120,1.0,Urban,0.6217101449275362,Y
1318,37,Male,Single,Not Graduate,Self-Employed,12972,5444,52.0,240,1.0,Semiurban,3.5415384615384617,Y
1319,64,Female,Married,Not Graduate,Salaried,8406,3185,450.0,300,1.0,Urban,0.2575777777777778,Y
1320,48,Female,Single,Not Graduate,Self-Employed,7516,2194,243.0,180,0.0,Rural,0.39958847736625513,N
1321,50,Female,Single,Graduate,Salaried,14415,6126,159.0,300,1.0,Urban,1.2918867924528301,Y
1322,49,Female,Married,Not Graduate,Self-Employed,14536,5285,270.0,240,1.0,Semiurban,0.7341111111111112,Y
1323,26,Male,Single,Graduate,Self-Employed,5049,7546,419.0,180,1.0,Rural,0.30059665871121716,N
1324,55,Male,Single,Graduate,Self-Employed,13892,1162,417.0,180,1.0,Semiurban,0.3610071942446043,N
1325,61,Female,Married,Graduate,Self-Employed,9438,6772,485.0,120,1.0,Urban,0.33422680412371136,Y
1326,57,Male,Single,Graduate,Salaried,5641,298,455.0,360,1.0,Urban,0.13052747252747252,N
1327,44,Female,Single,Graduate,Salaried,8466,3347,53.0,120,1.0,Semiurban,2.228867924528302,Y
1328,49,Female,Married,Graduate,Salaried,11046,1939,293.0,360,1.0,Semiurban,0.4431740614334471,N
1329,51,Female,Single,Not Graduate,Salaried,6835,788,,120,,Rural,0.17364464692482914,Y
1330,55,Female,Married,Graduate,Salaried,6577,4945,215.0,360,1.0,Semiurban,0.5359069767441861,N
1331,53,Female,,Graduate,Salaried,14747,7992,75.0,300,1.0,Semiurban,3.0318666666666667,Y
1332,41,Male,,Not Graduate,Salaried,7111,6321,444.0,180,1.0,Urban,0.30252252252252254,Y
1333,52,Female,Married,Graduate,Self-Employed,11528,2889,66.0,360,1.0,Urban,2.1843939393939396,Y
1334,43,Male,Married,Not Graduate,Self-Employed,9589,1377,265.0,300,1.0,Semiurban,0.413811320754717,Y
1335,53,Male,Single,Not Graduate,Self-Employed,4392,5273,141.0,240,1.0,Semiurban,0.6854609929078014,N
1336,23,Female,Married,Not Graduate,Self-Employed,12188,1949,80.0,120,1.0,Urban,1.767125,Y
1337,38,Female,Married,Graduate,Salaried,12275,3272,254.0,240,0.0,Rural,0.6120866141732283,N
1338,45,Female,Single,Graduate,Salaried,12250,877,468.0,300,1.0,Rural,0.280491452991453,N
1339,62,Female,Single,Not Graduate,Salaried,7077,5234,449.0,240,1.0,Rural,0.27418708240534523,Y
1340,51,Female,Single,Graduate,Self-Employed,5118,3742,256.0,240,0.0,Rural,0.34609375,N
1341,23,Male,Married,Graduate,Salaried,3059,1577,156.0,300,1.0,Urban,0.29717948717948717,Y
1342,60,Female,Married,Not Graduate,Self-Employed,8183,6902,195.0,180,1.0,Semiurban,0.7735897435897436,Y
1343,44,,Married,Not Graduate,Salaried,3007,3139,416.0,360,1.0,Rural,0.1477403846153846,Y
1344,52,Male,Married,Graduate,Salaried,13763,7612,150.0,120,1.0,Urban,1.425,Y
1345,42,Male,Single,Not Graduate,Salaried,3563,2492,417.0,360,1.0,Semiurban,0.14520383693045563,Y
1346,43,Female,Married,Not Graduate,Salaried,5142,7493,367.0,120,1.0,Rural,0.34427792915531336,Y
1347,22,Male,Single,Not Graduate,Self-Employed,3500,2755,417.0,360,1.0,Semiurban,0.15,Y
1348,47,Female,Married,Graduate,Self-Employed,14699,6745,290.0,240,0.0,Rural,0.739448275862069,N
1349,62,Male,Single,Graduate,Salaried,2794,5742,460.0,180,0.0,Semiurban,0.18556521739130435,N
1350,22,Male,Single,Graduate,Self-Employed,5565,1903,296.0,240,1.0,Rural,0.2522972972972973,N
1351,46,Female,Single,Not Graduate,Salaried,12444,1382,212.0,180,1.0,Rural,0.6521698113207547,N
1352,37,,Married,Graduate,Salaried,9514,4240,421.0,300,1.0,Semiurban,0.3266983372921615,N
1353,60,Male,Single,Not Graduate,Salaried,11445,2322,222.0,120,1.0,Semiurban,0.6201351351351352,Y
1354,53,Male,Single,Graduate,Salaried,13902,2556,84.0,120,1.0,Semiurban,1.9592857142857143,Y
1355,29,Male,Married,Graduate,Self-Employed,3103,5298,333.0,300,1.0,Urban,0.2522822822822823,Y
1356,63,Male,Single,Not Graduate,Salaried,2822,6896,408.0,360,1.0,Urban,0.23818627450980392,N
1357,59,Male,Married,Graduate,Salaried,7456,1861,430.0,300,1.0,Semiurban,0.21667441860465117,N
1358,49,Female,Married,Not Graduate,Self-Employed,3941,5950,407.0,300,1.0,Urban,0.24302211302211302,N
1359,62,Female,Single,Graduate,Salaried,2598,6620,442.0,180,0.0,Rural,0.20855203619909501,N
1360,46,Male,Single,Graduate,Self-Employed,6573,1866,448.0,300,1.0,Semiurban,0.18837053571428572,Y
1361,55,Female,Married,Not Graduate,Salaried,11197,4047,70.0,120,1.0,Urban,2.177714285714286,Y
1362,45,Female,Single,Not Graduate,Salaried,10818,7581,357.0,240,1.0,Semiurban,0.5153781512605042,Y
1363,44,Female,Married,Not Graduate,Salaried,9988,7320,212.0,180,0.0,Rural,0.8164150943396227,N
1364,33,Male,Married,Graduate,Salaried,12741,3175,146.0,180,1.0,Rural,1.09013698630137,Y
1365,27,Female,Married,Graduate,Salaried,11917,1098,356.0,360,0.0,Urban,0.3655898876404494,N
1366,56,,Single,Graduate,Salaried,14850,5247,388.0,240,1.0,Rural,0.5179639175257732,Y
1367,40,Female,Married,Not Graduate,Self-Employed,14046,1734,104.0,180,1.0,Semiurban,1.5173076923076922,Y
1368,21,Male,Single,Not Graduate,Salaried,5287,6809,382.0,300,,Urban,0.3166492146596859,N
1369,28,Male,,Not Graduate,Self-Employed,3596,4663,176.0,180,1.0,Semiurban,0.4692613636363636,N
1370,36,Female,Single,Graduate,Self-Employed,13301,5909,477.0,180,0.0,Semiurban,0.4027253668763103,N
1371,34,Female,Single,Graduate,Salaried,3708,3416,242.0,180,0.0,Semiurban,0.2943801652892562,N
1372,32,Male,Married,Not Graduate,Self-Employed,7488,4626,292.0,360,1.0,Rural,0.41486301369863016,Y
1373,43,Female,Single,Graduate,Salaried,1675,6302,398.0,180,0.0,Semiurban,0.20042713567839196,N
1374,35,Female,Married,Not Graduate,Self-Employed,8669,5657,137.0,180,0.0,Rural,1.0456934306569343,N
1375,48,Female,Married,Graduate,Salaried,14788,7593,385.0,360,1.0,Semiurban,0.5813246753246754,Y
1376,54,Male,Single,Graduate,Self-Employed,7514,680,458.0,240,1.0,Rural,0.17890829694323143,Y
1377,22,Male,Married,Not Graduate,Self-Employed,12194,2070,264.0,120,1.0,Rural,0.5403030303030303,Y
1378,52,Female,Married,Graduate,Salaried,13691,5166,141.0,360,0.0,Rural,1.3373758865248226,N
1379,43,Female,Single,Graduate,Self-Employed,3167,6668,352.0,360,1.0,Semiurban,0.2794034090909091,Y
1380,42,Female,Married,Not Graduate,Salaried,14063,4824,284.0,180,1.0,Semiurban,0.6650352112676057,N
1381,45,Male,,Not Graduate,Salaried,12237,1729,233.0,180,1.0,Rural,0.5993991416309012,N
1382,42,Male,Married,Graduate,Salaried,10367,2191,87.0,120,0.0,Semiurban,1.443448275862069,N
1383,42,Female,Married,Not Graduate,Salaried,3323,7752,188.0,180,1.0,Rural,0.589095744680851,Y
1384,62,Female,Single,Graduate,Salaried,6647,667,244.0,300,1.0,Semiurban,0.29975409836065575,N
1385,26,Female,Married,Not Graduate,Self-Employed,2856,1612,64.0,180,1.0,Rural,0.698125,Y
1386,35,Female,Married,Graduate,Self-Employed,4572,7586,306.0,180,1.0,Rural,0.3973202614379085,N
1387,63,Female,Married,Graduate,Self-Employed,4759,680,184.0,300,0.0,Urban,0.2955978260869565,N
1388,57,Female,Married,Not Graduate,Salaried,7699,972,50.0,120,0.0,Semiurban,1.7342,Y
1389,53,Male,,Graduate,Self-Employed,2046,2846,,300,1.0,Semiurban,0.49918367346938775,N
1390,28,Female,Married,Graduate,Self-Employed,6731,2132,145.0,360,1.0,Urban,0.6112413793103448,Y
1391,64,Male,Single,Not Graduate,Self-Employed,9465,2463,250.0,300,1.0,Rural,0.47712,Y
1392,64,Female,Married,Not Graduate,Self-Employed,3583,6837,462.0,240,1.0,Rural,0.22554112554112554,N
1393,25,Female,Single,Graduate,Self-Employed,3540,2529,75.0,360,1.0,Urban,0.8092,Y
1394,59,Male,Single,Not Graduate,Salaried,6034,2503,392.0,180,1.0,Urban,0.21778061224489795,Y
1395,24,Male,Single,Not Graduate,Salaried,3252,4922,478.0,360,0.0,Rural,0.1710041841004184,N
1396,26,Male,Single,Graduate,Self-Employed,11307,4392,284.0,120,1.0,Semiurban,0.5527816901408451,Y
1397,52,Male,Single,Graduate,Salaried,3349,3183,398.0,120,1.0,Urban,0.1641206030150754,N
1398,50,Female,Married,Not Graduate,Salaried,4142,4033,293.0,300,0.0,Urban,0.2790102389078498,N
1399,55,Male,Married,Not Graduate,Self-Employed,3100,5349,407.0,360,1.0,Urban,0.2075921375921376,N
1400,60,Female,Married,Not Graduate,Self-Employed,13088,3167,376.0,180,1.0,Urban,0.43231382978723404,N
1401,36,Male,Single,Graduate,Salaried,5902,2997,445.0,120,1.0,Urban,0.19997752808988764,N
1402,33,Female,Married,Graduate,Self-Employed,13297,6823,400.0,180,1.0,Urban,0.503,N
1403,62,Female,Single,Graduate,Salaried,5299,6521,465.0,240,,Rural,0.2541935483870968,Y
1404,50,Female,Single,Graduate,Salaried,2118,3227,423.0,120,0.0,Rural,0.1263593380614657,N
1405,39,Female,Married,Graduate,Self-Employed,2632,6564,453.0,300,1.0,Urban,0.20300220750551876,Y
1406,37,Female,Married,Graduate,Salaried,6991,2152,424.0,240,1.0,Rural,0.21563679245283018,N
1407,39,Female,Single,Graduate,Salaried,7295,1728,100.0,360,1.0,Semiurban,0.9023,Y
1408,48,Male,Single,Not Graduate,Salaried,11807,2024,130.0,180,,Semiurban,1.063923076923077,Y
1409,46,Female,Married,Not Graduate,Self-Employed,12031,329,85.0,120,1.0,Urban,1.4541176470588235,N
1410,57,Male,Married,Graduate,Self-Employed,12431,2486,116.0,240,1.0,Semiurban,1.285948275862069,Y
1411,46,Male,Married,Graduate,Self-Employed,13968,1155,178.0,240,1.0,Semiurban,0.8496067415730337,Y
1412,43,Female,Married,Graduate,Self-Employed,9133,1890,419.0,120,1.0,Rural,0.26307875894988064,N
1413,29,Male,Single,Not Graduate,Salaried,2987,4477,204.0,360,1.0,Rural,0.3658823529411765,Y
1414,32,Female,Married,Graduate,Self-Employed,9348,2185,294.0,360,1.0,Rural,0.39227891156462585,Y
1415,21,Male,Married,Not Graduate,Self-Employed,6509,7086,160.0,300,1.0,Rural,0.8496875,N
1416,21,Female,Married,Not Graduate,Self-Employed,11249,4938,217.0,360,1.0,Semiurban,0.7459447004608295,N
1417,54,Male,Single,Not Graduate,Self-Employed,3613,2317,191.0,300,1.0,Urban,0.3104712041884817,N
1418,52,Female,Single,Not Graduate,Salaried,2544,3621,405.0,240,1.0,Rural,0.15222222222222223,Y
1419,45,Female,,Not Graduate,Salaried,3931,4491,246.0,120,1.0,Semiurban,0.34235772357723576,Y
1420,60,Female,Single,Graduate,Salaried,9479,7724,158.0,360,1.0,Rural,1.0887974683544304,Y
1421,21,Female,Married,Graduate,Self-Employed,3082,7056,425.0,300,1.0,Semiurban,0.23854117647058823,N
1422,36,Male,Single,Not Graduate,Self-Employed,2808,2511,128.0,240,0.0,Rural,0.415546875,N
1423,59,Female,Married,Graduate,Salaried,6417,7842,439.0,360,1.0,Urban,0.32480637813211843,Y
1424,25,Male,Married,Not Graduate,Self-Employed,10293,449,210.0,180,1.0,Rural,0.5115238095238095,Y
1425,42,Male,Married,Not Graduate,Self-Employed,3120,1354,488.0,240,1.0,Urban,0.09168032786885245,Y
1426,49,Male,Married,Graduate,Salaried,14572,7420,68.0,360,1.0,Rural,3.2341176470588233,Y
1427,23,Female,Single,Graduate,Salaried,9003,7848,176.0,240,1.0,Rural,0.9574431818181818,Y
1428,32,Male,Single,Graduate,Self-Employed,14999,6082,254.0,120,1.0,Rural,0.8299606299212599,Y
1429,46,Male,Single,Graduate,Self-Employed,6266,5404,78.0,120,1.0,Semiurban,1.4961538461538462,Y
1430,36,Male,Married,Graduate,Self-Employed,6862,5393,,120,1.0,Semiurban,0.24807692307692308,N
1431,57,Female,Married,Not Graduate,Salaried,6692,6163,256.0,180,1.0,Urban,0.5021484375,N
1432,42,Female,Married,Graduate,Salaried,8122,6382,329.0,120,1.0,Urban,0.4408510638297872,Y
1433,49,Male,,Graduate,Salaried,7593,1293,,180,0.0,Semiurban,0.4443,N
1434,34,Female,Married,Graduate,Salaried,8204,2465,289.0,120,1.0,Urban,0.3691695501730104,Y
1435,48,Female,Single,Not Graduate,Self-Employed,1600,7477,315.0,240,1.0,Urban,0.28815873015873017,N
1436,25,Male,Married,Graduate,Salaried,8157,3102,231.0,360,1.0,Semiurban,0.4874025974025974,N
1437,50,Male,Single,Not Graduate,Salaried,7375,1849,154.0,360,1.0,Semiurban,0.5989610389610389,N
1438,25,Female,Married,Graduate,Self-Employed,5771,3175,,120,,Semiurban,0.18873417721518987,N
1439,32,Male,Married,Graduate,Self-Employed,1737,7849,482.0,360,1.0,Semiurban,0.19887966804979254,N
1440,36,Female,Single,Not Graduate,Self-Employed,8726,4281,450.0,120,0.0,Rural,0.28904444444444444,N
1441,46,Female,Single,Graduate,Salaried,9532,3199,489.0,120,1.0,Semiurban,0.2603476482617587,Y
1442,46,Female,Married,Graduate,Self-Employed,6718,1233,285.0,300,,Urban,0.2789824561403509,Y
1443,41,Female,Married,Not Graduate,Self-Employed,5525,1437,222.0,300,1.0,Rural,0.3136036036036036,Y
1444,59,Female,Married,Graduate,Salaried,12610,3352,,300,1.0,Rural,0.7711111111111111,Y
1445,56,Female,Married,Not Graduate,Salaried,7573,4030,221.0,180,1.0,Urban,0.5250226244343892,Y
1446,53,Male,Single,Not Graduate,Self-Employed,4042,252,360.0,300,1.0,Rural,0.11927777777777777,Y
1447,50,Male,Married,Not Graduate,Salaried,11695,18,452.0,120,1.0,Urban,0.25913716814159293,Y
1448,57,Female,,Not Graduate,Self-Employed,3037,2759,206.0,240,0.0,Rural,0.28135922330097085,N
1449,43,Female,Married,Not Graduate,Self-Employed,2254,7899,307.0,300,1.0,Rural,0.33071661237785016,N
1450,30,Female,Single,Graduate,Salaried,13060,5255,213.0,300,1.0,Urban,0.8598591549295774,N
1451,25,Male,Single,Graduate,Self-Employed,11950,222,196.0,240,0.0,Urban,0.6210204081632653,N
1452,56,Female,Married,Graduate,Salaried,14934,2,440.0,120,0.0,Urban,0.33945454545454545,N
1453,54,Male,Single,Not Graduate,Salaried,8896,1259,203.0,180,1.0,Urban,0.5002463054187192,N
1454,51,Female,Married,Not Graduate,Salaried,13357,4949,416.0,300,1.0,Semiurban,0.4400480769230769,Y
1455,30,Female,Single,Not Graduate,Self-Employed,9323,5584,87.0,240,1.0,Semiurban,1.713448275862069,Y
1456,39,Male,Married,Not Graduate,Salaried,7007,4323,180.0,120,1.0,Urban,0.6294444444444445,Y
1457,52,Male,Single,Graduate,Salaried,5735,7056,407.0,360,1.0,Semiurban,0.31427518427518425,Y
1458,21,Female,Married,Graduate,Self-Employed,2040,5773,304.0,180,1.0,Urban,0.25700657894736845,N
1459,25,Female,Married,Not Graduate,Self-Employed,7010,4594,257.0,240,0.0,Urban,0.45151750972762644,N
1460,24,,Single,Not Graduate,Self-Employed,9961,2568,499.0,240,0.0,Rural,0.2510821643286573,N
1461,36,Male,Single,Graduate,Self-Employed,9426,6845,144.0,240,1.0,Urban,1.1299305555555557,Y
1462,44,Male,Single,Not Graduate,Salaried,6631,1885,397.0,300,1.0,Urban,0.2145088161209068,Y
1463,36,Male,Single,Not Graduate,Salaried,13152,7060,376.0,360,1.0,Urban,0.5375531914893616,Y
1464,22,Male,Married,Not Graduate,Salaried,13100,7844,220.0,180,1.0,Urban,0.952,Y
1465,48,Male,Single,Graduate,Self-Employed,10197,6111,299.0,120,0.0,Rural,0.5454180602006689,N
1466,52,Male,Married,Graduate,Self-Employed,2629,5258,239.0,120,1.0,Urban,0.33,N
1467,47,Female,Single,Not Graduate,Salaried,11771,1299,248.0,360,1.0,Rural,0.527016129032258,N
1468,40,Female,Married,Graduate,Self-Employed,4645,2338,270.0,240,0.0,Urban,0.25862962962962965,N
1469,44,Male,Married,Not Graduate,Self-Employed,12934,1076,73.0,240,1.0,Rural,1.9191780821917808,Y
1470,32,Female,Married,Not Graduate,Salaried,14880,3758,293.0,240,1.0,Semiurban,0.6361092150170649,Y
1471,55,Female,Married,Graduate,Salaried,14600,3181,472.0,240,1.0,Rural,0.37671610169491526,N
